reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714682.0,2021/01/07 05:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2784.0
714683.0,2021/01/07 05:00:00+00,DASHA BARBOUR'S SOUTHERN BISTRO,2217 STEIER LN,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2785.0
714684.0,2021/01/07 05:00:00+00,JASMIN BAKERY,2201 STEIER LN,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2786.0
714685.0,2021/01/07 05:00:00+00,BORSALINO,3825 BARDSTOWN RD,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2787.0
714686.0,2021/01/07 05:00:00+00,KATMANDU KITCHEN & BAR,3825 BARDSTOWN RD,40218.0,2021/01/07 05:00:00+00,4,SURVEY,2788.0
714687.0,2021/01/07 05:00:00+00,PUERTO VALLARTA,7813 BEULAH CHURCH RD,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2789.0
714688.0,2021/01/07 05:00:00+00,BUNGALOW JOES BAR & GRILL,7813 BEULAH CHURCH RD,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2790.0
714689.0,2021/01/07 05:00:00+00,DOLLAR TREE,7813 BEULAH CHURCH RD,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2791.0
714690.0,2021/01/07 05:00:00+00,PRICELESS FOODS,7813 BEULAH CHURCH RD,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2792.0
714691.0,2021/01/07 05:00:00+00,DOMINO'S PIZZA #1435,7924 FEGENBUSH LN,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2793.0
714692.0,2021/01/07 05:00:00+00,WALGREENS #4586,7914 FEGENBUSH LN,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2794.0
714693.0,2021/01/07 05:00:00+00,NEW VIEW BAR AND GRILL,7601 OUTER LOOP,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2795.0
714694.0,2021/01/07 05:00:00+00,SUBWAY #6345,7531 OUTER LOOP,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2796.0
714695.0,2021/01/07 05:00:00+00,HIGHVIEW ICE CREAM & COFFEE,7525 OUTER LOOP,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2797.0
714696.0,2021/01/07 05:00:00+00,VALU MARKET,7519 OUTER LOOP,40228.0,2021/01/07 05:00:00+00,4,SURVEY,2798.0
714701.0,2021/01/07 05:00:00+00,TIM PAGE BBQ,2922 TAYLOR BLVD,40208.0,2021/01/07 05:00:00+00,4,SURVEY,2799.0
714702.0,2021/01/07 05:00:00+00,KFC,3280 TAYLOR BLVD,40215.0,2021/01/07 05:00:00+00,4,SURVEY,2800.0
